ReporterName	ReporterDatabaseEntry
205008_PM_s_at	NM_006383
205009_PM_at	NM_003225
205010_PM_at	NM_019067
205011_PM_at	NM_014622
205012_PM_s_at	NM_005326
205013_PM_s_at	NM_000675
205014_PM_at	NM_005130
205015_PM_s_at	M31172
205016_PM_at	NM_003236
205017_PM_s_at	AI088145
205018_PM_s_at	NM_005757
205019_PM_s_at	NM_004624
205020_PM_s_at	NM_005738
205021_PM_s_at	AA860806
205022_PM_s_at	NM_005197
205023_PM_at	D14134
205024_PM_s_at	NM_002875
205025_PM_at	NM_005341
205026_PM_at	NM_012448
205027_PM_s_at	NM_005204
205028_PM_at	NM_016157
205029_PM_s_at	NM_001446
205030_PM_at	NM_001446
205031_PM_at	NM_001406
205032_PM_at	NM_002203
205033_PM_s_at	NM_004084
205034_PM_at	NM_004702
205035_PM_at	NM_004715
205036_PM_at	NM_007080
205037_PM_at	NM_006860
205038_PM_at	BG540504
205039_PM_s_at	NM_006060
205040_PM_at	NM_000607
205041_PM_s_at	NM_000607
205042_PM_at	NM_005476
205043_PM_at	NM_000492
205044_PM_at	NM_014211
205045_PM_at	NM_007202
205046_PM_at	NM_001813
205047_PM_s_at	NM_001673
205048_PM_s_at	NM_003832
205049_PM_s_at	NM_001783
205050_PM_s_at	NM_012324
205051_PM_s_at	NM_000222
205052_PM_at	NM_001698
205053_PM_at	NM_000946
205054_PM_at	NM_004543
205055_PM_at	NM_002208
205056_PM_s_at	NM_019858
205057_PM_s_at	AI762782
205058_PM_at	M74715
205059_PM_s_at	NM_000203
205060_PM_at	NM_003631
205061_PM_s_at	NM_005033
205062_PM_x_at	NM_002892
205063_PM_at	NM_003616
205064_PM_at	NM_003125
205065_PM_at	AU130282
205066_PM_s_at	NM_006208
205067_PM_at	NM_000576
205068_PM_s_at	BE671084
205069_PM_s_at	NM_015071
205070_PM_at	NM_019071
205071_PM_x_at	AB017445
205072_PM_s_at	NM_022406
205073_PM_at	NM_000775
205074_PM_at	NM_003060
205075_PM_at	NM_000934
205076_PM_s_at	NM_006697
205077_PM_s_at	NM_002643
205078_PM_at	NM_002643
205079_PM_s_at	NM_003829
205080_PM_at	NM_000965
205081_PM_at	NM_001311
205082_PM_s_at	AB046692
205083_PM_at	NM_001159
205084_PM_at	NM_018844
205085_PM_at	NM_004153
205086_PM_s_at	NM_014551
205087_PM_at	NM_015485
205088_PM_at	NM_005491
205089_PM_at	NM_003416
205090_PM_s_at	NM_016256
205091_PM_x_at	NM_002907
205092_PM_x_at	NM_014950
205093_PM_at	NM_014935
205094_PM_at	NM_000286
205095_PM_s_at	NM_005177
205096_PM_at	NM_014833
205097_PM_at	AI025519
205098_PM_at	AI421071
205099_PM_s_at	NM_001295
205100_PM_at	NM_005110
205101_PM_at	NM_000246
205102_PM_at	NM_005656
205103_PM_at	NM_006365
205104_PM_at	NM_014723
205105_PM_at	NM_002372
205106_PM_at	NM_014221
205107_PM_s_at	NM_005227
205108_PM_s_at	NM_000384
205109_PM_s_at	NM_015320
205110_PM_s_at	NM_004114
205111_PM_s_at	NM_016341
205112_PM_at	NM_016341
205113_PM_at	NM_005382
205114_PM_s_at	NM_002983
205115_PM_s_at	NM_016196
205116_PM_at	NM_000426
205117_PM_at	X59065
205118_PM_at	M60626
205119_PM_s_at	NM_002029
205120_PM_s_at	U29586
205121_PM_at	NM_000232
205122_PM_at	BF439316
205123_PM_s_at	NM_003692
205124_PM_at	NM_005919
205125_PM_at	NM_006225
205126_PM_at	NM_006296
205127_PM_at	NM_000962
205128_PM_x_at	NM_000962
205129_PM_at	NM_006993
205130_PM_at	NM_014226
205131_PM_x_at	NM_002975
205132_PM_at	NM_005159
205133_PM_s_at	NM_002157
205134_PM_s_at	AW593143
205135_PM_s_at	AL049842
205136_PM_s_at	NM_012345
205137_PM_x_at	NM_005709
205138_PM_s_at	AW418882
205139_PM_s_at	NM_005715
205140_PM_at	NM_003838
205141_PM_at	NM_001145
205142_PM_x_at	NM_000033
205143_PM_at	NM_004386
205144_PM_at	L03785
205145_PM_s_at	NM_002477
205146_PM_x_at	NM_004886
205147_PM_x_at	NM_000631
205148_PM_s_at	AA071195
205149_PM_s_at	NM_001830
205150_PM_s_at	AV724192
205151_PM_s_at	NM_014817
205152_PM_at	AI003579
205153_PM_s_at	NM_001250
205154_PM_at	NM_006338
205155_PM_s_at	NM_006946
205156_PM_s_at	NM_020039
205157_PM_s_at	NM_000422
205158_PM_at	NM_002937
205159_PM_at	AV756141
205160_PM_at	AL360141
205161_PM_s_at	NM_003847
205162_PM_at	NM_000082
205163_PM_at	NM_013292
205164_PM_at	NM_014291
205165_PM_at	NM_001407
205166_PM_at	NM_004055
205167_PM_s_at	NM_001790
205168_PM_at	NM_006182
205169_PM_at	NM_005057
205170_PM_at	NM_005419
205171_PM_at	NM_002830
205172_PM_x_at	NM_007097
205173_PM_x_at	NM_001779
205174_PM_s_at	NM_012413
205175_PM_s_at	NM_000221
205176_PM_s_at	NM_014288
205177_PM_at	NM_003281
205178_PM_s_at	NM_006910
205179_PM_s_at	AI814527
205180_PM_s_at	NM_001109
205181_PM_at	NM_006299
205182_PM_s_at	NM_014347
205183_PM_at	NM_002138
205184_PM_at	NM_004485
205185_PM_at	NM_006846
205186_PM_at	NM_003462
205187_PM_at	AF010601
205188_PM_s_at	NM_005903
205189_PM_s_at	NM_000136
205190_PM_at	NM_002670
205191_PM_at	NM_006915
205192_PM_at	NM_003954
205193_PM_at	NM_012323
205194_PM_at	NM_004577
205195_PM_at	NM_001283
205196_PM_s_at	NM_001283
205197_PM_s_at	BE567813
205198_PM_s_at	NM_000052
205199_PM_at	NM_001216
205200_PM_at	NM_003278
205201_PM_at	NM_000168
205202_PM_at	NM_005389
205203_PM_at	NM_002662
205204_PM_at	NM_021077
205205_PM_at	NM_006509
205206_PM_at	NM_000216
205207_PM_at	NM_000600
205208_PM_at	NM_012190
205209_PM_at	BC000254
205210_PM_at	NM_004257
205211_PM_s_at	NM_004292
205212_PM_s_at	NM_014716
205213_PM_at	NM_014716
205214_PM_at	NM_004226
205215_PM_at	NM_007212
205216_PM_s_at	NM_000042
205217_PM_at	NM_004085
205218_PM_at	NM_006466
205219_PM_s_at	NM_002044
205220_PM_at	NM_006018
205221_PM_at	NM_000187
205222_PM_at	NM_001966
205223_PM_at	NM_014662
205224_PM_at	NM_017503
205225_PM_at	NM_000125
205226_PM_at	NM_006207
205227_PM_at	NM_002182
205228_PM_at	NM_002898
205229_PM_s_at	AA669336
205230_PM_at	NM_014954
205231_PM_s_at	NM_005670
205232_PM_s_at	U89386
205233_PM_s_at	NM_000437
205234_PM_at	NM_004696
205235_PM_s_at	NM_016195
205236_PM_x_at	NM_003102
205237_PM_at	NM_002003
205238_PM_at	NM_024917
205239_PM_at	NM_001657
205240_PM_at	NM_013296
205241_PM_at	NM_005138
205242_PM_at	NM_006419
205243_PM_at	AW466889
205244_PM_s_at	NM_022829
205245_PM_at	NM_016948
205246_PM_at	NM_002618
205247_PM_at	AI743713
205248_PM_at	NM_005128
205249_PM_at	NM_000399
205250_PM_s_at	NM_014684
205251_PM_at	NM_022817
205252_PM_at	NM_003450
205253_PM_at	NM_002585
205254_PM_x_at	AW027359
205255_PM_x_at	NM_003202
205256_PM_at	NM_014830
205257_PM_s_at	NM_001635
205258_PM_at	NM_002193
205259_PM_at	NM_000901
205260_PM_s_at	NM_001107
205261_PM_at	NM_002630
205262_PM_at	NM_000238
205263_PM_at	AF082283
205264_PM_at	NM_012099
205265_PM_s_at	NM_005876
205266_PM_at	NM_002309
205267_PM_at	NM_006235
205268_PM_s_at	NM_017488
205269_PM_at	AI123251
205270_PM_s_at	NM_005565
205271_PM_s_at	NM_012119
205272_PM_s_at	NM_006250
205273_PM_s_at	NM_014968
205274_PM_at	U87964
205275_PM_at	BE866976
205276_PM_s_at	NM_004286
205277_PM_at	NM_012231
205278_PM_at	NM_000817
205279_PM_s_at	AF094754
205280_PM_at	NM_000824
205281_PM_s_at	NM_002641
205282_PM_at	NM_004631
205283_PM_at	NM_006731
205284_PM_at	NM_014777
205285_PM_s_at	AI633888
205286_PM_at	U85658
205287_PM_s_at	NM_003222
205288_PM_at	NM_003672
205289_PM_at	AA583044
205290_PM_s_at	NM_001200
205291_PM_at	NM_000878
205292_PM_s_at	NM_002137
205293_PM_x_at	AB017120
205294_PM_at	NM_017450
205295_PM_at	NM_001825
205296_PM_at	AL365505
205297_PM_s_at	NM_000626
205298_PM_s_at	W58757
205299_PM_s_at	NM_006995
205300_PM_s_at	NM_022717
205301_PM_s_at	NM_016820
205302_PM_at	NM_000596
205303_PM_at	BF514158
205304_PM_s_at	NM_004982
205305_PM_at	NM_004467
205306_PM_x_at	AI074145
205307_PM_s_at	NM_003679
205308_PM_at	NM_016010
205309_PM_at	NM_014474
205310_PM_at	NM_012066
205311_PM_at	NM_000790
205312_PM_at	NM_003120
205313_PM_at	NM_000458
205314_PM_x_at	U40572
205315_PM_s_at	NM_006750
205316_PM_at	BF223679
205317_PM_s_at	NM_021082
205318_PM_at	NM_004984
205319_PM_at	NM_005672
205320_PM_at	NM_005883
205321_PM_at	NM_001415
205322_PM_s_at	AW182367
205323_PM_s_at	NM_005955
205324_PM_s_at	NM_012280
205325_PM_at	NM_014759
205326_PM_at	NM_005856
205327_PM_s_at	NM_001616
205328_PM_at	NM_006984
205329_PM_s_at	NM_003794
205330_PM_at	NM_002430
205331_PM_s_at	NM_016606
205332_PM_at	AF121951
205333_PM_s_at	NM_005133
205334_PM_at	NM_006271
205335_PM_s_at	NM_003135
205336_PM_at	NM_002854
205337_PM_at	AL139318
205338_PM_s_at	NM_001922
205339_PM_at	NM_003035
205340_PM_at	NM_014797
205341_PM_at	NM_014601
205342_PM_s_at	AF026303
205343_PM_at	NM_001056
205344_PM_at	NM_006574
205345_PM_at	NM_000465
205346_PM_at	NM_006927
205347_PM_s_at	NM_021992
205348_PM_s_at	NM_004411
205349_PM_at	NM_002068
205350_PM_at	NM_004378
205351_PM_at	NM_000821
205352_PM_at	NM_005025
205353_PM_s_at	NM_002567
205354_PM_at	NM_000156
205355_PM_at	NM_001609
205356_PM_at	NM_003940
205357_PM_s_at	NM_000685
205358_PM_at	NM_000826
205359_PM_at	NM_004274
205360_PM_at	AI718295
205361_PM_s_at	AI718295
205362_PM_s_at	NM_002623
205363_PM_at	NM_003986
205364_PM_at	NM_003500
205365_PM_at	AA527340
205366_PM_s_at	NM_018952
205367_PM_at	NM_020979
205368_PM_at	NM_014690
205369_PM_x_at	J03208
205370_PM_x_at	NM_001918
205371_PM_s_at	M27093
205372_PM_at	NM_002655
205373_PM_at	NM_004389
205374_PM_at	NM_003063
205375_PM_at	NM_005586
205376_PM_at	NM_003866
205377_PM_s_at	AI190022
205378_PM_s_at	NM_015831
205379_PM_at	NM_001236
205380_PM_at	NM_002614
205381_PM_at	NM_005824
205382_PM_s_at	NM_001928
205383_PM_s_at	NM_015642
205384_PM_at	NM_005031
205385_PM_at	M92424
205386_PM_s_at	NM_002392
205387_PM_s_at	NM_000737
205388_PM_at	NM_003279
205389_PM_s_at	AI659683
205390_PM_s_at	NM_000037
205391_PM_x_at	M28880
205392_PM_s_at	NM_004166
205393_PM_s_at	NM_001274
205394_PM_at	NM_001274
205395_PM_s_at	NM_005590
205396_PM_at	BF971416
205397_PM_x_at	U76622
205398_PM_s_at	NM_005902
205399_PM_at	NM_004734
205400_PM_at	NM_000377
205401_PM_at	NM_003659
205402_PM_x_at	NM_002770
205403_PM_at	NM_004633
205404_PM_at	NM_005525
205405_PM_at	NM_003966
205406_PM_s_at	NM_017425
205407_PM_at	NM_021111
205408_PM_at	NM_004641
205409_PM_at	NM_005253
205410_PM_s_at	NM_001684
205411_PM_at	NM_006282
205412_PM_at	NM_000019
205413_PM_at	NM_001584
205414_PM_s_at	NM_014859
205415_PM_s_at	AI888099
205416_PM_s_at	NM_004993
205417_PM_s_at	NM_004393
205418_PM_at	NM_002005
205419_PM_at	NM_004951
205420_PM_at	NM_000288
205421_PM_at	NM_021977
205422_PM_s_at	NM_004791
205423_PM_at	NM_001127
205424_PM_at	NM_014726
205425_PM_at	NM_005338
205426_PM_s_at	U79734
205427_PM_at	NM_005649
205428_PM_s_at	NM_001740
205429_PM_s_at	NM_016447
205430_PM_at	AL133386
205431_PM_s_at	NM_021073
205432_PM_at	NM_002557
205433_PM_at	NM_000055
205434_PM_s_at	AW451954
205435_PM_s_at	NM_014911
205436_PM_s_at	NM_002105
205437_PM_at	NM_006385
205438_PM_at	NM_007039
205439_PM_at	NM_000854
205440_PM_s_at	NM_000909
205441_PM_at	NM_024578
205442_PM_at	NM_021647
205443_PM_at	NM_003082
205444_PM_at	NM_004320
205445_PM_at	NM_000948
205446_PM_s_at	NM_001880
205447_PM_s_at	BE222201
205448_PM_s_at	NM_006301
205449_PM_at	NM_013299
205450_PM_at	NM_002637
205451_PM_at	NM_005938
205452_PM_at	NM_004855
205453_PM_at	NM_002145
205454_PM_at	BC001777
205455_PM_at	NM_002447
205456_PM_at	NM_000733
205457_PM_at	NM_024294
205458_PM_at	BG034972
205459_PM_s_at	NM_002518
205460_PM_at	NM_002518
205461_PM_at	NM_006861
205462_PM_s_at	NM_002149
205463_PM_s_at	NM_002607
205464_PM_at	NM_000336
205465_PM_x_at	BF000296
205466_PM_s_at	NM_005114
205467_PM_at	NM_001230
205468_PM_s_at	AI028035
205469_PM_s_at	NM_002200
205470_PM_s_at	NM_006853
205471_PM_s_at	AW772082
205472_PM_s_at	NM_004392
205473_PM_at	NM_001692
205474_PM_at	NM_015986
205475_PM_at	NM_007281
205476_PM_at	NM_004591
205477_PM_s_at	NM_001633
205478_PM_at	NM_006741
205479_PM_s_at	NM_002658
205480_PM_s_at	NM_006759
205481_PM_at	NM_000674
205482_PM_x_at	NM_013306
205483_PM_s_at	NM_005101
205484_PM_at	NM_014450
205485_PM_at	NM_000540
205486_PM_at	NM_007170
205487_PM_s_at	NM_016267
205488_PM_at	NM_006144
205489_PM_at	NM_001888
205490_PM_x_at	BF060667
205491_PM_s_at	NM_024009
205492_PM_s_at	AW090187
205493_PM_s_at	NM_006426
205494_PM_at	NM_017530
205495_PM_s_at	NM_006433
205496_PM_at	NM_014702
205497_PM_at	NM_007147
205498_PM_at	NM_000163
205499_PM_at	NM_014467
205500_PM_at	NM_001735
205501_PM_at	AI143879
205502_PM_at	NM_000102
205503_PM_at	NM_005401
205504_PM_at	NM_000061
205505_PM_at	NM_001490
205506_PM_at	NM_007127
205507_PM_at	NM_014958
205508_PM_at	NM_001037
205509_PM_at	NM_001871
205510_PM_s_at	NM_017976
205511_PM_at	NM_017976
205512_PM_s_at	NM_004208
205513_PM_at	NM_001062
205514_PM_at	NM_018355
205515_PM_at	NM_003619
205516_PM_x_at	NM_012127
205517_PM_at	AV700724
205518_PM_s_at	NM_003570
205519_PM_at	NM_024908
205520_PM_at	NM_003162
205521_PM_at	BF511976
205522_PM_at	NM_014621
205523_PM_at	U43328
205524_PM_s_at	NM_001884
205525_PM_at	NM_018495
205526_PM_s_at	NM_007044
205527_PM_s_at	NM_015487
205528_PM_s_at	X79990
205529_PM_s_at	NM_004349
205530_PM_at	NM_004453
205531_PM_s_at	NM_013267
205532_PM_s_at	AU151483
205533_PM_s_at	NM_004932
205534_PM_at	NM_002589
205535_PM_s_at	NM_002589
205536_PM_at	NM_003371
205537_PM_s_at	NM_003371
205538_PM_at	NM_003389
205539_PM_at	NM_006576
205540_PM_s_at	NM_016656
205541_PM_s_at	NM_018094
205542_PM_at	NM_012449
205543_PM_at	NM_014278
205544_PM_s_at	NM_001877
205545_PM_x_at	NM_014280
205546_PM_s_at	NM_003331
205547_PM_s_at	NM_003186
205548_PM_s_at	NM_006806
205549_PM_at	NM_006198
205550_PM_s_at	NM_004899
205551_PM_at	NM_014848
205552_PM_s_at	NM_002534
205553_PM_s_at	NM_003476
205554_PM_s_at	NM_004944
205555_PM_s_at	D31771
205556_PM_at	NM_002449
205557_PM_at	NM_001725
205558_PM_at	NM_004620
205559_PM_s_at	NM_006200
205560_PM_at	NM_006200
205561_PM_at	NM_024681
205562_PM_at	NM_006414
205563_PM_at	NM_002256
205564_PM_at	NM_007003
205565_PM_s_at	NM_000144
205566_PM_at	NM_007011
205567_PM_at	NM_003654
205568_PM_at	NM_020980
205569_PM_at	NM_014398
205570_PM_at	NM_005028
205571_PM_at	NM_015929
205572_PM_at	NM_001147
205573_PM_s_at	NM_015976
205574_PM_x_at	NM_001199
205575_PM_at	NM_006688
205576_PM_at	NM_000185
205577_PM_at	NM_005609
205578_PM_at	NM_004560
205579_PM_at	NM_000861
205580_PM_s_at	D28481
205581_PM_s_at	NM_000603
205582_PM_s_at	NM_004121
205583_PM_s_at	NM_024810
205584_PM_at	NM_024810
205585_PM_at	NM_001987
205586_PM_x_at	NM_003378
205587_PM_at	NM_007045
205588_PM_s_at	NM_007045
205589_PM_at	NM_000258
205590_PM_at	NM_005739
205591_PM_at	NM_006334
205592_PM_at	X77737
205593_PM_s_at	NM_002606
205594_PM_at	NM_014897
205595_PM_at	NM_001944
205596_PM_s_at	AY014180
205597_PM_at	NM_025257
205598_PM_at	NM_005879
205599_PM_at	NM_005658
205600_PM_x_at	AI052747
205601_PM_s_at	NM_002147
205602_PM_x_at	NM_002783
205603_PM_s_at	NM_007309
205604_PM_at	AI432470
205605_PM_at	NM_014213
205606_PM_at	NM_002336
205607_PM_s_at	NM_020423
205608_PM_s_at	U83508
205609_PM_at	NM_001146
205610_PM_at	NM_003803
205611_PM_at	NM_003809
205612_PM_at	NM_007351
205613_PM_at	NM_016524
205614_PM_x_at	NM_020998
205615_PM_at	NM_001868
205616_PM_at	AW134812
205617_PM_at	NM_000951
205618_PM_at	NM_000950
205619_PM_s_at	NM_004527
205620_PM_at	NM_000504
205621_PM_at	NM_006020
205622_PM_at	NM_003080
205623_PM_at	NM_000691
205624_PM_at	NM_001870
205625_PM_s_at	AW014927
205626_PM_s_at	NM_004929
205627_PM_at	NM_001785
205628_PM_at	NM_000947
205629_PM_s_at	BC002599
205630_PM_at	NM_000756
205631_PM_at	NM_014749
205632_PM_s_at	NM_003558
205633_PM_s_at	NM_000688
205634_PM_x_at	NM_024298
205635_PM_at	NM_003947
205636_PM_at	AF036269
205637_PM_s_at	NM_003027
205638_PM_at	NM_001704
205639_PM_at	NM_001637
205640_PM_at	NM_000694
205641_PM_s_at	NM_003789
205642_PM_at	NM_007018
205643_PM_s_at	NM_004576
205644_PM_s_at	NM_003096
205645_PM_at	NM_004726
205646_PM_s_at	NM_000280
205647_PM_at	NM_002879
205648_PM_at	NM_003391
205649_PM_s_at	NM_000508
205650_PM_s_at	NM_021871
205651_PM_x_at	NM_007023
205652_PM_s_at	NM_012263
205653_PM_at	NM_001911
205654_PM_at	NM_000715
205655_PM_at	NM_002393
205656_PM_at	NM_014459
205657_PM_at	NM_012205
205658_PM_s_at	NM_003086
205659_PM_at	NM_014707
205660_PM_at	NM_003733
205661_PM_s_at	NM_025207
205662_PM_at	NM_015681
205663_PM_at	NM_020528
205664_PM_at	NM_012311
205665_PM_at	NM_006675
205666_PM_at	NM_002021
205667_PM_at	NM_000553
205668_PM_at	NM_002349
205669_PM_at	NM_004540
205670_PM_at	NM_004861
205671_PM_s_at	NM_002120
205672_PM_at	NM_000380
205673_PM_s_at	NM_024087
205674_PM_x_at	NM_001680
205675_PM_at	AI623321
205676_PM_at	NM_000785
205677_PM_s_at	NM_005887
205678_PM_at	NM_004644
205679_PM_x_at	NM_013227
205680_PM_at	NM_002425
205681_PM_at	NM_004049
205682_PM_x_at	NM_019101
205683_PM_x_at	NM_003294
205684_PM_s_at	NM_017925
205685_PM_at	BG236280
205686_PM_s_at	NM_006889
205687_PM_at	NM_019116
205688_PM_at	NM_003223
205689_PM_at	NM_014801
205690_PM_s_at	NM_003910
205691_PM_at	NM_004209
205692_PM_s_at	NM_001775
205693_PM_at	NM_006757
205694_PM_at	NM_000550
205695_PM_at	NM_006843
205696_PM_s_at	NM_005264
205697_PM_at	NM_006998
205698_PM_s_at	NM_002758
205699_PM_at	U39657
205700_PM_at	NM_003725
205701_PM_at	NM_006390
205702_PM_at	NM_006608
205703_PM_at	AF112972
205704_PM_s_at	NM_012463
205705_PM_at	AL137351
205706_PM_s_at	NM_014915
205707_PM_at	NM_014339
205708_PM_s_at	AI051254
205709_PM_s_at	NM_001263
205710_PM_at	NM_004525
205711_PM_x_at	NM_005174
205712_PM_at	NM_002839
205713_PM_s_at	NM_000095
205714_PM_s_at	NM_015896
205715_PM_at	NM_004334
205716_PM_at	NM_018843
205717_PM_x_at	NM_002588
205718_PM_at	NM_000889
205719_PM_s_at	NM_000277
205720_PM_at	NM_000939
205721_PM_at	U97145
205722_PM_s_at	NM_001495
205723_PM_at	NM_001842
205724_PM_at	NM_000299
205725_PM_at	NM_003357
205726_PM_at	NM_006729
205727_PM_at	NM_007110
205728_PM_at	AL022718
205729_PM_at	NM_003999
205730_PM_s_at	NM_014945
205731_PM_s_at	AW027474
205732_PM_s_at	NM_006540
205733_PM_at	NM_000057
205734_PM_s_at	AI990465
205735_PM_s_at	NM_002285
205736_PM_at	NM_000290
205737_PM_at	NM_004518
205738_PM_s_at	NM_004102
205739_PM_x_at	NM_016220
205740_PM_s_at	NM_024321
205741_PM_s_at	NM_001392
205742_PM_at	NM_000363
205743_PM_at	NM_003149
205744_PM_at	NM_003586
205745_PM_x_at	NM_003183
205746_PM_s_at	U86755
205747_PM_at	NM_004352
205748_PM_s_at	NM_017876
205749_PM_at	NM_000499
205750_PM_at	NM_004332
205751_PM_at	NM_003026
205752_PM_s_at	NM_000851
205753_PM_at	NM_000567
205754_PM_at	NM_000506
205755_PM_at	NM_002217
205756_PM_s_at	NM_000132
205757_PM_at	NM_001249
205758_PM_at	AW006735
205759_PM_s_at	NM_004605
205760_PM_s_at	NM_016821
205761_PM_s_at	AW242981
205762_PM_s_at	NM_007016
205763_PM_s_at	NM_006773
205764_PM_at	NM_002932
205765_PM_at	NM_000777
205766_PM_at	NM_003673
205767_PM_at	NM_001432
205768_PM_s_at	NM_003645
205769_PM_at	NM_003645
205770_PM_at	NM_000637
205771_PM_s_at	AL137063
205772_PM_s_at	NM_004842
205773_PM_at	NM_014912
205774_PM_at	NM_000505
205775_PM_at	NM_012135
205776_PM_at	NM_001461
205777_PM_at	NM_001395
205778_PM_at	NM_005046
205779_PM_at	NM_005854
205780_PM_at	NM_001197
205781_PM_at	NM_004913
205782_PM_at	NM_002009
205783_PM_at	NM_015596
205784_PM_x_at	NM_001670
205785_PM_at	J03925
205786_PM_s_at	NM_000632
205787_PM_x_at	AI803216
205788_PM_s_at	NM_014827
205789_PM_at	NM_001766
205790_PM_at	NM_003726
205791_PM_x_at	NM_006300
205792_PM_at	NM_003881
205793_PM_x_at	NM_003985
205794_PM_s_at	NM_002515
205795_PM_at	NM_004796
205796_PM_at	NM_018393
205797_PM_s_at	NM_018393
205798_PM_at	NM_002185
205799_PM_s_at	M95548
205800_PM_at	NM_000341
205801_PM_s_at	NM_015376
205802_PM_at	NM_003304
205803_PM_s_at	NM_003304
205804_PM_s_at	NM_025228
205805_PM_s_at	NM_005012
205806_PM_at	NM_000327
205807_PM_s_at	NM_020127
205808_PM_at	NM_004318
205809_PM_s_at	BE504979
205810_PM_s_at	NM_003941
205811_PM_at	NM_007215
205812_PM_s_at	NM_006588
205813_PM_s_at	NM_000429
205814_PM_at	NM_000840
205815_PM_at	NM_002580
205816_PM_at	NM_002214
205817_PM_at	NM_005982
205818_PM_at	NM_014618
205819_PM_at	NM_006770
205820_PM_s_at	NM_000040
205821_PM_at	NM_007360
205822_PM_s_at	NM_002130
205823_PM_at	AI824113
205824_PM_at	NM_001541
205825_PM_at	NM_000439
205826_PM_at	NM_003970
205827_PM_at	NM_000729
205828_PM_at	NM_002422
205829_PM_at	NM_000413
205830_PM_at	NM_004362
205831_PM_at	NM_001767
205832_PM_at	NM_016352
205833_PM_s_at	AI770098
205834_PM_s_at	NM_016590
205835_PM_s_at	AW975818
205836_PM_s_at	NM_022828
205837_PM_s_at	BC005319
205838_PM_at	NM_002099
205839_PM_s_at	NM_004758
205840_PM_x_at	NM_000515
205841_PM_at	NM_004972
205842_PM_s_at	AF001362
205843_PM_x_at	NM_000755
205844_PM_at	NM_004666
205845_PM_at	NM_021098
205846_PM_at	NM_002837
205847_PM_at	NM_022119
205848_PM_at	NM_005256
205849_PM_s_at	NM_006294
205850_PM_s_at	NM_000814
205851_PM_at	BC001808
205852_PM_at	R51311
205853_PM_at	NM_015872
205854_PM_at	AK024246
205855_PM_at	NM_006991
205856_PM_at	NM_015865
205857_PM_at	AI269290
205858_PM_at	NM_002507
205859_PM_at	NM_004271
205860_PM_x_at	NM_004476
205861_PM_at	NM_003121
205862_PM_at	NM_014668
205863_PM_at	NM_005621
205864_PM_at	NM_004173
205865_PM_at	NM_005224
205866_PM_at	NM_003665
205867_PM_at	NM_002834
205868_PM_s_at	L07527
205869_PM_at	NM_002769
205870_PM_at	NM_000623
205871_PM_at	BC005379
205872_PM_x_at	NM_022359
205873_PM_at	NM_004278
205874_PM_at	NM_002220
205875_PM_s_at	NM_016381
205876_PM_at	NM_002310
205877_PM_s_at	NM_017590
205878_PM_at	NM_002702
205879_PM_x_at	BC004257
205880_PM_at	NM_002742
205881_PM_at	NM_003426
205882_PM_x_at	AI818488
205883_PM_at	NM_006006
205884_PM_at	NM_000885
205885_PM_s_at	L12002
205886_PM_at	NM_006507
205887_PM_x_at	NM_002439
205888_PM_s_at	AI962693
205889_PM_s_at	NM_014790
205890_PM_s_at	NM_006398
205891_PM_at	NM_000676
205892_PM_s_at	NM_001443
205893_PM_at	NM_014932
205894_PM_at	NM_000047
205895_PM_s_at	NM_004741
205896_PM_at	NM_003059
205897_PM_at	NM_004554
205898_PM_at	U20350
205899_PM_at	NM_003914
205900_PM_at	NM_006121
205901_PM_at	NM_006228
205902_PM_at	AJ251016
205903_PM_s_at	NM_002249
205904_PM_at	NM_000247
205905_PM_s_at	NM_000247
205906_PM_at	NM_001454
205907_PM_s_at	AI765819
205908_PM_s_at	NM_005014
205909_PM_at	NM_002692
205910_PM_s_at	NM_001807
205911_PM_at	NM_000316
205912_PM_at	NM_000936
205913_PM_at	NM_002666
205914_PM_s_at	NM_007327
205915_PM_x_at	D13515
205916_PM_at	NM_002963
205917_PM_at	NM_003417
205918_PM_at	NM_005070
205919_PM_at	NM_005330
205920_PM_at	NM_003043
205921_PM_s_at	U16120
205922_PM_at	NM_004665
205923_PM_at	NM_005045
205924_PM_at	BC005035
205925_PM_s_at	NM_002867
205926_PM_at	NM_004843
205927_PM_s_at	NM_001910
205928_PM_at	NM_005815
205929_PM_at	NM_005814
205930_PM_at	NM_005513
205931_PM_s_at	NM_004904
205932_PM_s_at	NM_002448
205933_PM_at	NM_015559
205934_PM_at	NM_006226
205935_PM_at	NM_001451
205936_PM_s_at	NM_002115
205937_PM_at	NM_006569
205938_PM_at	NM_014906
205939_PM_at	NM_000765
205940_PM_at	NM_002470
205941_PM_s_at	AI376003
205942_PM_s_at	NM_005622
205943_PM_at	NM_005651
205944_PM_s_at	NM_007098
205945_PM_at	NM_000565
205946_PM_at	X95097
205947_PM_s_at	NM_003382
205948_PM_at	NM_007050
205949_PM_at	M33987
205950_PM_s_at	NM_001738
205951_PM_at	NM_005963
205952_PM_at	NM_002246
205953_PM_at	NM_014813
205954_PM_at	NM_006917
205955_PM_at	NM_018336
205956_PM_x_at	NM_013290
205957_PM_at	NM_005393
205958_PM_x_at	NM_022579
205959_PM_at	NM_002427
205960_PM_at	NM_002612
205961_PM_s_at	NM_004682
205962_PM_at	NM_002577
205963_PM_s_at	NM_005147
