ReporterName	ReporterDatabaseEntry
238166_PM_s_at	AI436005
238167_PM_at	AI436005
238168_PM_at	AI760128
238169_PM_at	AI307778
238170_PM_at	BE327727
238171_PM_at	AI128486
238172_PM_at	AA192765
238173_PM_at	AI393116
238174_PM_at	AI694129
238175_PM_at	AI806909
238176_PM_at	T86196
238177_PM_at	AA873542
238178_PM_at	BF110268
238179_PM_at	BE857704
238180_PM_at	AI382026
238181_PM_at	AI911745
238182_PM_at	AW450402
238183_PM_at	AI632259
238184_PM_at	AI765998
238185_PM_at	AI950302
238186_PM_at	H15087
238187_PM_at	AW958763
238188_PM_at	AI989571
238189_PM_at	BE467321
238190_PM_at	AI143752
238191_PM_at	AW771908
238192_PM_at	AW173236
238193_PM_at	W87434
238194_PM_at	AI591038
238195_PM_at	AI741630
238196_PM_at	AI743188
238197_PM_at	N72525
238198_PM_at	BE671127
238199_PM_x_at	AI708524
238200_PM_at	AA765240
238201_PM_at	AI377809
238202_PM_at	BE464106
238203_PM_at	AA779230
238204_PM_at	AI242160
238205_PM_at	AW572906
238206_PM_at	AI089319
238207_PM_at	AW003138
238208_PM_at	N53978
238209_PM_at	AW005925
238210_PM_at	AW137224
238211_PM_at	AI798907
238212_PM_at	BF445001
238213_PM_at	AW510697
238214_PM_at	AA639289
238215_PM_at	AI889085
238216_PM_at	BF591628
238217_PM_at	AI808330
238218_PM_at	AW206656
238219_PM_at	AW340321
238220_PM_at	BE670257
238221_PM_at	R42863
238222_PM_at	AI821357
238223_PM_at	BF507896
238224_PM_at	AI701459
238225_PM_at	AW138801
238226_PM_at	AA974579
238227_PM_at	AI698001
238228_PM_at	AI732206
238229_PM_at	AI187388
238230_PM_x_at	AI656745
238231_PM_at	AV700263
238232_PM_at	AI634355
238233_PM_at	AA490999
238234_PM_at	BF055156
238235_PM_at	AA013222
238236_PM_at	BF194816
238237_PM_at	AA884759
238238_PM_at	AW873614
238239_PM_at	AA947865
238240_PM_at	AW303467
238241_PM_at	AI700757
238242_PM_at	BF197535
238243_PM_at	AW085501
238244_PM_at	BF677476
238245_PM_at	AA701973
238246_PM_at	BE467611
238247_PM_at	N32157
238248_PM_at	AI935789
238249_PM_at	AI580150
238250_PM_at	AI911318
238251_PM_at	AI798899
238252_PM_at	AI040743
238253_PM_at	AI733060
238254_PM_at	AA972619
238255_PM_at	AI285865
238256_PM_at	AI939596
238257_PM_at	N64035
238258_PM_at	AA398927
238259_PM_at	AA853991
238260_PM_at	AI821912
238261_PM_at	H93721
238262_PM_at	AI418485
238263_PM_at	AW590543
238264_PM_at	BF110088
238265_PM_x_at	BF514885
238266_PM_at	AW295235
238267_PM_s_at	BF476800
238268_PM_at	BF476800
238269_PM_at	AW241482
238270_PM_x_at	BF476936
238271_PM_x_at	W90010
238272_PM_at	AA971496
238273_PM_at	AW007221
238274_PM_at	AW294973
238275_PM_at	AI809524
238276_PM_at	BE504582
238277_PM_at	AI023336
238278_PM_at	AI204439
238279_PM_x_at	BF062155
238280_PM_at	BF438410
238281_PM_at	BF593928
238282_PM_at	BE670813
238283_PM_at	AI685344
238284_PM_at	AW340313
238285_PM_at	BE467463
238286_PM_at	BE671537
238287_PM_at	AI471866
238288_PM_at	AW593384
238289_PM_at	AI806045
238290_PM_at	AA609179
238291_PM_at	AW663676
238292_PM_at	AW293033
238293_PM_at	AW592412
238294_PM_at	AW205208
238295_PM_at	N22706
238296_PM_at	AI187279
238297_PM_at	AI884781
238298_PM_at	AI820804
238299_PM_at	AW005866
238300_PM_s_at	BF510486
238301_PM_at	AI656813
238302_PM_at	AW064223
238303_PM_at	AW070371
238304_PM_at	R45137
238305_PM_at	AI732068
238306_PM_at	H82959
238307_PM_at	H67147
238308_PM_at	AI962223
238309_PM_x_at	AI291274
238310_PM_at	AW515648
238311_PM_at	BF940192
238312_PM_s_at	BF448185
238313_PM_at	AI096786
238314_PM_x_at	BF942043
238315_PM_s_at	BF061829
238316_PM_at	BF061829
238317_PM_x_at	BF439728
238318_PM_at	AI346891
238319_PM_at	AI732843
238320_PM_at	AV659198
238321_PM_at	BG387172
238322_PM_s_at	AA337048
238323_PM_at	AA337048
238324_PM_at	BF025891
238325_PM_s_at	BE048068
238326_PM_at	BE048068
238327_PM_at	AI962367
238328_PM_at	BF312839
238329_PM_at	BE545235
238330_PM_s_at	BE545235
238331_PM_at	BF690134
238332_PM_at	AI307802
238333_PM_s_at	AI355435
238334_PM_at	AI355435
238335_PM_at	BF678298
238336_PM_s_at	BF678298
238337_PM_s_at	BF678298
238338_PM_at	AL134577
238339_PM_x_at	AI356774
238340_PM_at	AL134577
238341_PM_at	BF677084
238342_PM_at	BF677084
238343_PM_x_at	AW390231
238344_PM_at	AI792842
238345_PM_at	BF304853
238346_PM_s_at	AW973003
238347_PM_at	BF304853
238348_PM_x_at	AW390231
238349_PM_at	AW967956
238350_PM_at	AW967956
238351_PM_x_at	AI792565
238352_PM_s_at	AI792565
238353_PM_at	AW450584
238354_PM_x_at	AI366965
238355_PM_at	AW749121
238356_PM_at	AW968823
238357_PM_at	AW749121
238358_PM_x_at	AI366965
238359_PM_at	BE786383
238360_PM_s_at	AI885665
238361_PM_s_at	AW086256
238362_PM_at	AW271932
238363_PM_at	AW015521
238364_PM_x_at	BG231548
238365_PM_s_at	AI638342
238366_PM_at	AW015512
238367_PM_s_at	AW015512
238368_PM_at	AW271932
238369_PM_s_at	AI419068
238370_PM_x_at	AI252081
238371_PM_s_at	AI344149
238372_PM_s_at	AI344149
238373_PM_at	AW665295
238374_PM_at	AI807042
238375_PM_at	AI820887
238376_PM_at	AI436581
238377_PM_s_at	AI801879
238378_PM_at	C14394
238379_PM_x_at	C14394
238380_PM_s_at	AW205017
238381_PM_x_at	AW301313
238382_PM_x_at	AW301937
238383_PM_at	AI857688
238384_PM_x_at	AW268162
238385_PM_at	BF825703
238386_PM_x_at	AI335375
238387_PM_s_at	AW205017
238388_PM_x_at	AI792545
238389_PM_s_at	AI458208
238390_PM_at	AI254165
238391_PM_at	AI612095
238392_PM_at	AW301504
238393_PM_at	AL047534
238394_PM_at	AI612095
238395_PM_at	AI254013
238396_PM_at	AW876301
238397_PM_at	AW876301
238398_PM_s_at	BF805425
238399_PM_x_at	BF805425
238400_PM_at	AW975617
238401_PM_at	AI311040
238402_PM_s_at	AI311040
238403_PM_at	BE139685
238404_PM_x_at	BF316510
238405_PM_at	AI792896
238406_PM_x_at	AI734001
238407_PM_at	AI792880
238408_PM_at	AW086258
238409_PM_x_at	AW086261
238410_PM_x_at	AI792495
238411_PM_x_at	AI733949
238412_PM_at	AI344253
238413_PM_at	AA482027
238414_PM_at	AI252905
238415_PM_at	AI792702
238416_PM_x_at	BF968618
238417_PM_at	BE138757
238418_PM_at	AI590926
238419_PM_at	T68150
238420_PM_at	AV721958
238421_PM_at	N86386
238422_PM_at	T69015
238423_PM_at	AI674404
238424_PM_at	BE788266
238425_PM_at	BG028041
238426_PM_at	AV707703
238427_PM_at	C15005
238428_PM_at	BG542347
238429_PM_at	AI342543
238430_PM_x_at	AI923675
238431_PM_at	W68845
238432_PM_at	AI275162
238433_PM_at	BF765884
238434_PM_at	AW207575
238435_PM_at	AA521288
238436_PM_s_at	AV726376
238437_PM_at	AV726376
238438_PM_at	R67226
238439_PM_at	AI925518
238440_PM_at	BG398847
238441_PM_at	AI928203
238442_PM_at	AA470761
238443_PM_at	BE546873
238444_PM_at	AV704303
238445_PM_x_at	AI609043
238446_PM_at	AI970117
238447_PM_at	AA428240
238448_PM_at	BE544070
238449_PM_at	BG534511
238450_PM_at	BE734888
238451_PM_at	BF693302
238452_PM_at	AI393356
238453_PM_at	AI628573
238454_PM_at	AA013398
238455_PM_at	AA329676
238456_PM_at	AI567893
238457_PM_at	AW954539
238458_PM_at	AI868167
238459_PM_x_at	AL121421
238460_PM_at	AI590662
238461_PM_at	AA228031
238462_PM_at	AI418293
238463_PM_at	AA448328
238464_PM_at	AA463221
238465_PM_at	AI265933
238466_PM_at	R43486
238467_PM_at	BE892293
238468_PM_at	AA214704
238469_PM_at	BE620374
238470_PM_at	BF129779
238471_PM_at	AI684833
238472_PM_at	R73399
238473_PM_at	AI536797
238474_PM_at	BF978064
238475_PM_at	BE326696
238476_PM_at	AA481560
238477_PM_at	BF674236
238478_PM_at	H97386
238479_PM_at	BG398977
238480_PM_at	AI871745
238481_PM_at	AW512787
238482_PM_at	AL120562
238483_PM_at	AL566553
238484_PM_s_at	AL566553
238485_PM_at	AI743092
238486_PM_at	AI708648
238487_PM_at	BE166476
238488_PM_at	BF511602
238489_PM_at	BF575153
238490_PM_at	BG109896
238491_PM_at	BF241692
238492_PM_at	BF941414
238493_PM_at	AI559570
238494_PM_at	AI623155
238495_PM_at	N22360
238496_PM_at	AA741074
238497_PM_at	N51836
238498_PM_at	AA583038
238499_PM_at	AW135465
238500_PM_at	BF037076
238501_PM_at	AA992936
238502_PM_at	BE886165
238503_PM_at	AI142850
238504_PM_at	AA521023
238505_PM_at	BF510789
238506_PM_at	BG285274
238507_PM_at	AA354480
238508_PM_at	BG026951
238509_PM_at	AI628926
238510_PM_at	AA744964
238511_PM_at	BF982733
238512_PM_at	BF961733
238513_PM_at	BF905445
238514_PM_at	AL561294
238515_PM_at	BF687577
238516_PM_at	BF247383
238517_PM_at	BF815640
238518_PM_x_at	AI239772
238519_PM_at	BG179828
238520_PM_at	BF724270
238521_PM_at	AV707343
238522_PM_at	AA908951
238523_PM_at	BF941204
238524_PM_at	BE897147
238525_PM_at	BF987157
238526_PM_at	AL119897
238527_PM_at	BG106878
238528_PM_at	AI361043
238529_PM_at	AA573088
238530_PM_at	BF695396
238531_PM_x_at	AI912965
238532_PM_at	AI125562
238533_PM_at	AA651750
238534_PM_at	AA262583
238535_PM_at	AW955956
238536_PM_at	AW968465
238537_PM_at	AA330389
238538_PM_at	BE890185
238539_PM_at	BG163294
238540_PM_at	AA933883
238541_PM_at	BE544855
238542_PM_at	AA831769
238543_PM_x_at	BF724151
238544_PM_at	AA618295
238545_PM_at	AA214369
238546_PM_at	BF344961
238547_PM_at	AI972367
238548_PM_at	AW863675
238549_PM_at	AI420611
238550_PM_at	BF028405
238551_PM_at	BF541967
238552_PM_at	BF028392
238553_PM_at	BG426581
238554_PM_at	BE501733
238555_PM_at	AW007410
238556_PM_at	AW295338
238557_PM_at	R58282
238558_PM_at	AI445833
238559_PM_at	AI269471
238560_PM_at	AI684710
238561_PM_s_at	BE542779
238562_PM_at	BE542779
238563_PM_at	AV762916
238564_PM_at	BE326579
238565_PM_at	BE348291
238566_PM_at	BF592775
238567_PM_at	AW779536
238568_PM_s_at	BE742377
238569_PM_at	N45228
238570_PM_at	AA463449
238571_PM_at	BF055200
238572_PM_at	AI082836
238573_PM_at	H19488
238574_PM_at	BF724944
238575_PM_at	AI094626
238576_PM_at	AA169515
238577_PM_s_at	AA628481
238578_PM_at	BF574691
238579_PM_at	AW952521
238580_PM_at	AW963544
238581_PM_at	BG271923
238582_PM_at	AI290561
238583_PM_at	BG023974
238584_PM_at	W52934
238585_PM_at	AW407668
238586_PM_at	AI951599
238587_PM_at	AI927919
238588_PM_at	AI623295
238589_PM_s_at	AW601184
238590_PM_x_at	BF981428
238591_PM_at	AW074773
238592_PM_at	BE840636
238593_PM_at	AW962511
238594_PM_x_at	AI864441
238595_PM_at	AV702101
238596_PM_at	BG530058
238597_PM_at	BG028770
238598_PM_s_at	BE962709
238599_PM_at	AI168124
238600_PM_at	AW157571
238601_PM_at	AI798207
238602_PM_at	AL036541
238603_PM_at	AI611973
238604_PM_at	AA768884
238605_PM_at	BE783612
238606_PM_at	AV698217
238607_PM_at	AA761573
238608_PM_at	AI174988
238609_PM_at	T53175
238610_PM_s_at	AI906424
238611_PM_at	AI906424
238612_PM_at	AW298070
238613_PM_at	AI475164
238614_PM_x_at	AW954842
238615_PM_at	AI817403
238616_PM_at	AA844132
238617_PM_at	AW207243
238618_PM_at	BE313317
238619_PM_at	AA417078
238620_PM_at	AA678564
238621_PM_at	R67695
238622_PM_at	AW269686
238623_PM_at	AI633559
238624_PM_at	AA688152
238625_PM_at	AI452457
238626_PM_at	BG478818
238627_PM_at	AW827150
238628_PM_s_at	AW827150
238629_PM_x_at	AI240943
238630_PM_at	AI583922
238631_PM_at	AA490928
238632_PM_at	AI631657
238633_PM_at	W93523
238634_PM_x_at	AI924246
238635_PM_at	W72333
238636_PM_at	BG430061
238637_PM_at	N24703
238638_PM_at	AI935644
238639_PM_x_at	BF515846
238640_PM_at	AA878325
238641_PM_at	BF116120
238642_PM_at	AW367571
238643_PM_at	BE465173
238644_PM_at	BF511190
238645_PM_at	AW361623
238646_PM_at	AA747756
238647_PM_at	AA496213
238648_PM_at	BE671597
238649_PM_at	AA815089
238650_PM_x_at	AI419825
238651_PM_at	BF512491
238652_PM_at	AW419203
238653_PM_at	BF967997
238654_PM_at	W79425
238655_PM_at	AL530994
238656_PM_at	AA877043
238657_PM_at	T86344
238658_PM_at	AA832474
238659_PM_at	AA760689
238660_PM_at	AI732512
238661_PM_at	AI374740
238662_PM_at	BE884544
238663_PM_x_at	H20055
238664_PM_s_at	BF205828
238665_PM_at	AI084583
238666_PM_at	BF438300
238667_PM_at	AI381472
238668_PM_at	AI130690
238669_PM_at	BE613133
238670_PM_at	AI144156
238671_PM_at	AW452235
238672_PM_at	AW953952
238673_PM_at	AV724325
238674_PM_at	AA491286
238675_PM_x_at	AV757441
238676_PM_at	BE856007
238677_PM_at	AA235202
238678_PM_at	AI094787
238679_PM_at	AI582909
238680_PM_at	AV762108
238681_PM_at	R46180
238682_PM_at	AI352352
238683_PM_at	BG489075
238684_PM_at	AI300909
238685_PM_at	AI031681
238686_PM_at	AA130258
238687_PM_x_at	AV753065
238688_PM_at	AI521618
238689_PM_at	BG426455
238690_PM_at	H43273
238691_PM_at	AA447830
238692_PM_at	AL040935
238693_PM_at	AA165136
238694_PM_at	AI589594
238695_PM_s_at	AW960289
238696_PM_at	AW770087
238697_PM_at	AA565509
238698_PM_at	AI659225
238699_PM_s_at	AI659225
238700_PM_at	AI825302
238701_PM_x_at	BE176566
238702_PM_at	BG287503
238703_PM_at	BF981413
238704_PM_at	BF245243
238705_PM_at	AV701392
238706_PM_at	BG168850
238707_PM_at	AW958449
238708_PM_at	BE614130
238709_PM_at	AL041747
238710_PM_at	AI366335
238711_PM_s_at	AI669304
238712_PM_at	BF801735
238713_PM_at	AI089783
238714_PM_at	AA504249
238715_PM_at	BF110180
238716_PM_at	AL527331
238717_PM_at	BE295812
238718_PM_at	BF382322
238719_PM_at	BF060712
238720_PM_at	AV661099
238721_PM_at	AI076012
238722_PM_x_at	AI460037
238723_PM_at	AW083849
238724_PM_at	R63824
238725_PM_at	AW392551
238726_PM_at	AW576443
238727_PM_at	AA031832
238728_PM_at	AA194266
238729_PM_x_at	BF983202
238730_PM_at	BE351041
238731_PM_at	AW977837
238732_PM_at	AI631241
238733_PM_at	AI422414
238734_PM_at	BF528429
238735_PM_at	AW979276
238736_PM_at	AA805939
238737_PM_at	BF056377
238738_PM_at	AW361702
238739_PM_at	AW902062
238740_PM_at	AA180872
238741_PM_at	BE157240
238742_PM_x_at	AW302207
238743_PM_at	BG251692
238744_PM_at	AI380529
238745_PM_at	AA114990
238746_PM_at	BF245284
238747_PM_at	R45692
238748_PM_at	AA287223
238749_PM_at	BF511654
238750_PM_at	AW083576
238751_PM_at	AI343000
238752_PM_at	AA780295
238753_PM_at	AI079596
238754_PM_at	BF509150
238755_PM_at	AA876179
238756_PM_at	AI860012
238757_PM_at	AW290902
238758_PM_at	AA749253
238759_PM_at	AI681810
238760_PM_at	AW452122
238761_PM_at	BE645241
238762_PM_at	AA702016
238763_PM_at	AI539118
238764_PM_at	AA026784
238765_PM_at	AA732007
238766_PM_at	AI800311
238767_PM_at	AA482478
238768_PM_at	BF976290
238769_PM_at	AW450572
238770_PM_at	BE670453
238771_PM_at	AW134523
238772_PM_at	BF055042
238773_PM_at	AA251906
238774_PM_at	AW960454
238775_PM_at	AA088543
238776_PM_x_at	AI802325
238777_PM_x_at	AW958777
238778_PM_at	AI244661
238779_PM_at	BE896137
238780_PM_s_at	AA506997
238781_PM_at	AI859076
238782_PM_at	BE877955
238783_PM_at	AA213701
238784_PM_at	AI039361
238785_PM_at	AI632091
238786_PM_at	AW451432
238787_PM_at	AA988769
238788_PM_at	AI475803
238789_PM_at	BF343843
238790_PM_at	BE738988
238791_PM_at	AA282536
238792_PM_at	BF209668
238793_PM_at	AI925903
238794_PM_at	N23586
238795_PM_at	AA424537
238796_PM_at	AI524996
238797_PM_at	BF059582
238798_PM_at	AA811306
238799_PM_at	BE968806
238800_PM_s_at	AA776496
238801_PM_at	AA262061
238802_PM_at	AA470128
238803_PM_at	AA633619
238804_PM_at	AI433468
238805_PM_at	AA991551
238806_PM_at	AA456945
238807_PM_at	AW973964
238808_PM_at	R33750
238809_PM_at	BF439305
238810_PM_at	H97074
238811_PM_at	AA639797
238812_PM_at	AA741296
238813_PM_at	AI910842
238814_PM_at	AW772411
238815_PM_at	BF529195
238816_PM_at	AW297945
238817_PM_at	BF063412
238818_PM_at	AA455079
238819_PM_at	AA776564
238820_PM_at	BF059021
238821_PM_at	AI826277
238822_PM_at	AI743753
238823_PM_at	AA481044
238824_PM_at	BF844863
238825_PM_at	AI091533
238826_PM_x_at	AI052102
238827_PM_at	BE843544
238828_PM_at	AA347684
238829_PM_at	AI540253
238830_PM_at	BE675872
238831_PM_at	BF114679
238832_PM_at	AA988016
238833_PM_at	AW139053
238834_PM_at	AI376549
238835_PM_at	AV707318
238836_PM_at	AW661890
238837_PM_at	BE676640
238838_PM_at	AI688461
238839_PM_at	AI813505
238840_PM_at	AW082668
238841_PM_at	AA651920
238842_PM_at	BE000242
238843_PM_at	BF216535
238844_PM_s_at	BF216535
238845_PM_at	AA485220
238846_PM_at	AW026379
238847_PM_at	AW378585
238848_PM_at	BF750565
238849_PM_at	AA176362
238850_PM_at	AW015083
238851_PM_at	BF516252
238852_PM_at	AA424567
238853_PM_at	AI436813
238854_PM_at	AW242904
238855_PM_at	BF816551
238856_PM_s_at	BG108346
238857_PM_at	BE675478
238858_PM_at	BG107149
238859_PM_at	AA648506
238860_PM_at	AA398043
238861_PM_at	AI692322
238862_PM_at	AW818475
238863_PM_x_at	AI524240
238864_PM_at	AI559649
238865_PM_at	AI822134
238866_PM_at	AI732404
238867_PM_at	AI298041
238868_PM_at	AW264269
238869_PM_at	AA913703
238870_PM_at	H06481
238871_PM_at	AI086124
238872_PM_at	H15149
238873_PM_at	AA636132
238874_PM_at	AI143641
238875_PM_at	BE644953
238876_PM_at	AA584875
238877_PM_at	BE674583
238878_PM_at	AA496211
238879_PM_at	R11899
238880_PM_at	AI241331
238881_PM_at	AW450549
238882_PM_at	BF000697
238883_PM_at	AW975051
238884_PM_at	AW195351
238885_PM_at	AV704797
238886_PM_at	BF056141
238887_PM_at	AI670824
238888_PM_at	T79183
238889_PM_at	AA045527
238890_PM_at	AI791303
238891_PM_at	AI028157
238892_PM_at	AA703159
238893_PM_at	AI377324
238894_PM_at	AW665144
238895_PM_at	AW080025
238896_PM_at	AA838727
238897_PM_at	AW409763
238898_PM_at	BG028463
238899_PM_at	AW977708
238900_PM_at	BE669692
238901_PM_at	BG255956
238902_PM_at	T85248
238903_PM_at	AI636090
238904_PM_at	D60432
238905_PM_at	BE218803
238906_PM_s_at	BE218803
238907_PM_at	BG288755
238908_PM_at	BG392414
238909_PM_at	BF126155
238910_PM_at	AW152437
238911_PM_at	AW328672
238912_PM_x_at	AA824363
238913_PM_at	AW235215
238914_PM_at	AI962169
238915_PM_at	BF432946
238916_PM_at	AI159796
238917_PM_s_at	AI732405
238918_PM_at	AI985021
238919_PM_at	R49295
238920_PM_at	BE222450
238921_PM_at	AA523415
238922_PM_at	AW135765
238923_PM_at	AW449169
238924_PM_at	BF516429
238925_PM_at	AW958415
238926_PM_at	BF345218
238927_PM_at	AA922236
238928_PM_at	BF194770
238929_PM_at	N30132
238930_PM_at	BF507423
238931_PM_at	AL045793
238932_PM_at	AA810263
238933_PM_at	AA644178
238934_PM_at	BF342356
238935_PM_at	AW958475
238936_PM_at	AV722628
238937_PM_at	AI339586
238938_PM_at	AI674059
238939_PM_at	D44744
238940_PM_at	BE328128
238941_PM_at	AI928331
238942_PM_at	AI248760
238943_PM_at	BF792773
238944_PM_at	AI393706
238945_PM_at	AW971795
238946_PM_at	AW469495
238947_PM_at	BE048524
238948_PM_at	AA448858
238949_PM_at	BF681162
238950_PM_at	BF056988
238951_PM_at	BF843343
238952_PM_x_at	BF439163
238953_PM_at	AA993833
238954_PM_at	AW851069
238955_PM_at	BG535419
238956_PM_at	AA502384
238957_PM_at	AL047426
238958_PM_at	BG164006
238959_PM_at	AI082828
238960_PM_s_at	AI082828
238961_PM_s_at	AA452239
238962_PM_at	AW305300
238963_PM_at	BG106093
238964_PM_at	BE960968
238965_PM_at	AW300217
238966_PM_at	AA678985
238967_PM_at	AI924046
238968_PM_at	AA948608
238969_PM_at	BF512162
238970_PM_at	BF509781
238971_PM_at	AW295246
238972_PM_at	BF906891
238973_PM_s_at	AI458419
238974_PM_at	N47077
238975_PM_at	AI671390
238976_PM_at	AW971863
238977_PM_at	R54683
238978_PM_at	BF446516
238979_PM_at	BE501771
238980_PM_x_at	BE273906
238981_PM_at	AI760124
238982_PM_at	AW665791
238983_PM_at	AI538394
238984_PM_at	AI739241
238985_PM_at	AI677835
238986_PM_at	AI819002
238987_PM_at	AL574435
238988_PM_at	AI863675
238989_PM_at	BF749723
238990_PM_x_at	AI763262
238991_PM_at	BF439256
238992_PM_at	AW129145
238993_PM_at	AW297784
238994_PM_at	AW022496
238995_PM_at	AW148637
238996_PM_x_at	AI921586
238997_PM_at	AI640365
238998_PM_x_at	AI991964
238999_PM_at	AI610347
239000_PM_at	AW977779
239001_PM_at	AV705233
239002_PM_at	AA748494
239003_PM_at	AI028478
239004_PM_at	AI041019
239005_PM_at	AW675572
239006_PM_at	AI758950
239007_PM_at	BG170845
239008_PM_at	AW606588
239009_PM_at	BF514886
239010_PM_at	AI744280
239011_PM_at	AI247134
239012_PM_at	R83905
239013_PM_at	BG499941
239014_PM_at	W73136
239015_PM_at	BE675073
239016_PM_at	AI525856
239017_PM_at	T79422
239018_PM_at	AL045816
239019_PM_at	BF185040
239020_PM_at	AL528777
239021_PM_at	BF512068
239022_PM_at	AW090199
239023_PM_at	AI275994
239024_PM_at	AI478771
239025_PM_at	N71863
239026_PM_x_at	H20019
239027_PM_at	AV760561
239028_PM_at	AL535224
239029_PM_at	BE041524
239030_PM_at	BF439137
239031_PM_at	BE618532
239032_PM_at	BF513944
239033_PM_at	AI640482
239034_PM_at	BE548277
239035_PM_at	AL138431
239036_PM_at	BE771021
239037_PM_at	AA251879
239038_PM_at	AW015063
239039_PM_at	AI859031
239040_PM_at	AW967813
239041_PM_at	AV747226
239042_PM_at	AI282511
239043_PM_at	AA084273
239044_PM_at	BF696395
239045_PM_at	AW194689
239046_PM_at	AA322245
239047_PM_at	AW028188
239048_PM_at	BG427399
239049_PM_at	BF514509
239050_PM_s_at	BF514509
239051_PM_at	BF508908
239052_PM_at	AW968636
239053_PM_at	BE543518
239054_PM_at	BE348277
239055_PM_at	AW575153
239056_PM_at	AA096421
239057_PM_at	BF438844
239058_PM_at	BF446723
239059_PM_at	AA460836
239060_PM_at	AI222295
239061_PM_at	AW303358
239062_PM_at	AW965436
239063_PM_at	AW167254
239064_PM_at	AA215738
239065_PM_at	AA088446
239066_PM_at	AW364675
239067_PM_s_at	AI360417
239068_PM_at	BF530527
239069_PM_s_at	BF691045
239070_PM_at	AI434790
239071_PM_at	AI972451
239072_PM_at	BE080109
239073_PM_at	AI796043
239074_PM_at	AI538454
239075_PM_at	BE742357
239076_PM_at	AA772261
239077_PM_at	W81648
239078_PM_at	BG500291
239079_PM_at	AI700468
239080_PM_at	N22776
239081_PM_at	AA876371
239082_PM_at	BF437161
239083_PM_at	AI560246
239084_PM_at	BE896490
239085_PM_at	BF109959
239086_PM_at	BE501810
239087_PM_at	BE871236
239088_PM_at	AI142078
239089_PM_at	H59221
239090_PM_at	BF110321
239091_PM_at	AA497043
239092_PM_at	BF939224
239093_PM_at	BG165743
239094_PM_at	AA479155
239095_PM_at	H10353
239096_PM_at	AV738585
239097_PM_at	AW296997
239098_PM_at	W68737
239099_PM_at	AI927406
239100_PM_x_at	W03928
239101_PM_at	AI095270
239102_PM_s_at	AW293296
239103_PM_at	AW292424
239104_PM_at	AW274408
239105_PM_at	AI681581
239106_PM_at	AI801563
239107_PM_at	AA725587
239108_PM_at	H16791
239109_PM_at	W79643
239110_PM_s_at	W79643
239111_PM_at	AI077328
239112_PM_at	AI143593
239113_PM_at	AV749665
239114_PM_at	BE048824
239115_PM_at	AA670271
239116_PM_at	BE467675
239117_PM_at	AF150420
239118_PM_at	BF513715
239119_PM_at	AW014374
239120_PM_at	AI478630
239121_PM_at	AI247478
239122_PM_at	AI638155
239123_PM_at	AI565177
239124_PM_at	AA002064
239125_PM_at	AI095184
239126_PM_at	AA012950
239127_PM_at	T61954
239128_PM_at	BG392518
239129_PM_at	AA521218
239130_PM_at	AA905821
239131_PM_at	AI304862
239132_PM_at	BE299830
239133_PM_at	AW169159
239134_PM_at	AA521106
239135_PM_at	AI675054
239136_PM_at	AI871120
239137_PM_x_at	BF515759
239138_PM_at	H16725
239139_PM_at	AI198674
239140_PM_at	AI741900
239141_PM_at	AA011020
239142_PM_at	AI082852
239143_PM_x_at	AW291944
239144_PM_at	AA835648
239145_PM_at	AW291109
239146_PM_at	AI634844
239147_PM_at	AI243677
239148_PM_at	AI493046
239149_PM_at	BF508014
239150_PM_at	AW513603
239151_PM_at	BG427809
239152_PM_at	AW263526
239153_PM_at	BF109906
239154_PM_at	AW962705
239155_PM_at	N34895
239156_PM_at	AW615179
239157_PM_at	AL521521
239158_PM_at	AI553825
239159_PM_at	AI084086
239160_PM_at	BE671465
239161_PM_at	BE302085
239162_PM_at	H04394
239163_PM_at	AW364833
239164_PM_at	BE674896
239165_PM_at	AI743236
239166_PM_at	R98192
239167_PM_at	H86858
239168_PM_at	BE394626
239169_PM_at	AA761980
239170_PM_at	BF035134
239171_PM_at	AA766886
239172_PM_x_at	AW275531
239173_PM_at	AI697184
239174_PM_at	AA165597
239175_PM_at	AW203986
239176_PM_at	N38956
239177_PM_at	AI732104
239178_PM_at	AL583692
239179_PM_at	AU155612
239180_PM_at	AI150017
239181_PM_at	BF195737
239182_PM_at	AL120749
239183_PM_at	W67461
239184_PM_at	AI122555
239185_PM_at	AI284184
239186_PM_at	AI347139
239187_PM_at	AW243281
239188_PM_at	AA838428
239189_PM_at	BF090347
239190_PM_at	AI802331
239191_PM_at	AW071789
239192_PM_at	BF434006
239193_PM_at	BF060981
239194_PM_at	BF812209
239195_PM_at	BF791698
239196_PM_at	AI097229
239197_PM_s_at	BG470312
239198_PM_at	BG470312
239199_PM_at	AW444469
239200_PM_at	BE503484
239201_PM_at	AI028242
239202_PM_at	BE552383
239203_PM_at	AW014728
239204_PM_at	BG054519
239205_PM_s_at	BE552138
239206_PM_at	BE552138
239207_PM_at	BE503653
239208_PM_s_at	AW945538
239209_PM_at	AA826931
239210_PM_at	AW074143
239211_PM_at	BE464785
239212_PM_at	AW236214
239213_PM_at	W52010
239214_PM_at	AA806831
239215_PM_at	BF979543
239216_PM_at	AI828906
239217_PM_x_at	AI375341
239218_PM_at	AI800515
239219_PM_at	N55457
239220_PM_at	AA449026
239221_PM_at	AI884909
239222_PM_at	BF339357
239223_PM_s_at	AA649201
239224_PM_at	AA649201
239225_PM_at	AI161380
239226_PM_at	AA403118
239227_PM_at	AW182675
